number,first_name,last_name,position,age,culture,height,weight,school,college_name,region,division,scout_name,season,week,evaluation,range,confidence,text,player_id
27,Keith,Henderson,S,22,Strategic,72,180,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,24,59,2,65,"Keith needs to play with better discipline and anticipation as a pro. Henderson continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Keith does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Henderson should spend more time in the film room to help improve his inconsistent play. Productive playmaker with below-average size but above-average heart. Like all college Free Safetys, Henderson has some things to work on for the PFL. Our scouts didn't see anything special about Henderson's long-term PFL potential. ",49389938
43,Bruce,Carter,CB,21,,70,211,Penn State,Mountain Lions,Appalachia,1,Media,1,2,58,5,50,,49389879
19,Dallas,Bolton,QB,23,,75,220,Syracuse,Lakers,New York,1,Media,1,2,58,5,50,,49389545
30,Darian,Booker,S,20,,75,197,Tulsa,Tornadoes,Great Plains,1,Media,1,2,58,5,50,,49389936
10,Robert,Paredes,P,23,,75,217,San Jose State,Warriors,California,1,Media,1,2,58,5,50,,49389961
52,Carl,Glover,DT,22,,76,343,Southern California,Spartans,California,1,Media,1,2,58,5,50,,49389799
55,Ali,Mason,OLB,21,,74,271,South Bend,Leprechauns,Midwest,1,Media,1,2,58,5,50,,49389820
55,Angelo,Smith,MLB,22,,71,239,California,Golden Cubs,California,1,Media,1,2,58,5,50,,49389826
39,Stephen,Roberson,CB,23,,75,182,Navy,Sailors,Mid-Atlantic,1,Media,1,2,58,5,50,,49389895
52,Albert,Wheeler,G,20,,79,321,Alabama,Red Wave,South,1,Media,1,2,58,5,50,,49389682
57,Tyler,Collins,DT,21,,76,329,North Dakota,Warriors,Great Plains,2,Media,1,2,58,5,50,,49389793
38,Daniel,Pittman,OLB,23,,74,237,Houston Baptist,Wolves,Texas,2,Media,1,2,58,5,50,,49389807
95,Ronald,Fowler,OLB,21,,77,239,Auburn,Wildcats,South,1,Media,1,2,58,5,50,,49389818
29,Neville,Vaughan,P,22,,74,191,Arizona,Tigers,Southwest,1,Media,1,2,58,5,50,,49389960
52,Tre,Miller,MLB,22,,78,243,Clemson,Wildcats,South,1,Media,1,2,58,5,50,,49389832
85,Ronald,Sherman,WR,22,,75,182,West Virginia,Miners,Appalachia,1,Media,1,2,58,5,50,,49389618
90,Larry,Cross,DE,23,,75,296,Texas Christian,Gila Monsters,Texas,1,Media,1,2,58,5,50,,49389776
10,Nathen,Miles,QB,21,,68,219,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,58,5,50,,49389554
91,Bruce,Reynolds,OLB,23,Adaptable,77,249,Tennessee,Militiamen,South,1,American Player Scouts,1,5,58,2,65,,49389814
29,Neville,Vaughan,P,22,Energetic,74,191,Arizona,Tigers,Southwest,1,American Player Scouts,1,7,58,2,65,,49389960
6,Bryce,Washington,CB,21,Professional,75,203,Michigan,Weasels,Midwest,1,American Player Scouts,1,10,58,2,65,,49389898
2,Dan,Wilson,K,22,Strategic,68,200,Georgetown,Presidents,Mid-Atlantic,2,American Player Scouts,1,14,58,2,65,,49389951
57,Kevin,Black,MLB,23,Energetic,78,247,North Texas,Angry Riders,Great Plains,1,American Player Scouts,1,17,58,2,65,"Unfortunately, Black probably won't hear his name called until the late second or third day of the draft. Black continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Kevin does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. He can handle some coverage chores but it's not his strong suit. Black should spend more time in the film room to help improve his inconsistent play. Like all college Middle Linebackers, Black has some things to work on for the PFL. For the time our scouts watched him, Black kept up, but didn't show he had long-term potential for greatness. ",49389838
52,Andy,Faison,G,20,Professional,79,316,Oklahoma,Wagoneers,Great Plains,1,American Player Scouts,1,17,58,2,65,"Andy needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. He is a finesse blocker that should focus on adding more strength to transition into a full-caliber starting lineman. Our scouts noted Andy's play was consistently impressive. Like all college Left Guards, Faison has some things to work on for the PFL. Faison should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389725
71,Dwayne,Watson,T,23,Strategic,76,303,Winston-Salem,Inquisitors,South,1,American Player Scouts,1,21,58,2,65,"Dwayne needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. Overall, Dwayne was generally solid, but sometimes made some mistakes. Like all college Left Tackles, Watson has some things to work on for the PFL. Dwayne showed great development during his time at Winston-Salem, and he expects to continue after transitioning to the pros. ",49389739
65,Bilal,McCarthy,T,22,Aggressive,79,307,South Carolina,Roosters,South,1,American Player Scouts,1,23,58,2,65,"Bilal needs to play with better discipline and anticipation as a pro. As a pass blocker, he is a liability due to his speed, lack of agility, and depth in his drop. McCarthy should spend more time in the film room to help improve his inconsistent play. Like all college Left Tackles, McCarthy has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389733
63,James,Rush,DE,21,,78,275,Air Force,Pilots,Rockies,1,Media,1,2,57,5,50,,49389754
56,Tavon,White,T,22,,75,286,Louisiana State,Cougars,South,1,Media,1,2,57,5,50,,49389728
84,Devante,Scroggins,WR,23,,74,202,South Florida,Herd,Florida,1,Media,1,2,57,5,50,,49389634
91,Bruce,Reynolds,OLB,23,,77,249,Tennessee,Militiamen,South,1,Media,1,2,57,5,50,,49389814
44,Chris,Higgins,MLB,21,,73,271,Southern California,Spartans,California,1,Media,1,2,57,5,50,,49389827
5,Jermey,Meade,OLB,21,,78,248,South Carolina,Roosters,South,1,Media,1,2,57,5,50,,49389842
39,Darqueze,Brown,FB,23,,69,223,Navy,Sailors,Mid-Atlantic,1,Media,1,2,57,5,50,,49389595
73,Jakeem,Ahern,G,21,,77,316,Louisiana State,Cougars,South,1,Media,1,2,57,5,50,,49389685
49,Darqueze,McBride,WR,23,,71,203,Pittsburgh,Jaguars,Appalachia,1,Media,1,2,57,5,50,,49389601
48,Joe,Scott,S,22,,74,195,Texas Tech,Red Pillagers,Texas,1,Media,1,2,57,5,50,,49389919
95,Josh,Brown,DE,22,,78,278,Florida State,Chiefs,Florida,1,Media,1,2,57,5,50,,49389777
29,Daryl,Childs,S,20,,69,178,Air Force,Pilots,Rockies,1,Media,1,2,57,5,50,,49389915
21,Nate,Banks,CB,23,,75,191,Ohio State,Acorns,Midwest,1,Media,1,2,57,5,50,,49389899
49,David,Hunt,S,20,Adaptable,71,190,Minnesota,Golden Squirrels,Midwest,1,American Player Scouts,1,10,57,2,65,,49389925
54,Henry,Spaulding,DE,21,Adaptable,79,252,Maryland,Turtles,Mid-Atlantic,1,American Player Scouts,1,14,57,2,65,,49389768
46,Tommy,Hollingsworth,HB,23,Professional,71,193,Louisiana State,Cougars,South,1,American Player Scouts,1,22,57,2,65,"Unfortunately, Hollingsworth probably won't hear his name called until the late second or third day of the draft. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Hollingsworth lacks the vision and agility to slide and bounce around tacklers but he has strength to run them over. Tommy proved to our scouts that his performance matched his reputation. Like all college Halfbacks, Hollingsworth has some things to work on for the PFL. Hollingsworth might make a PFL roster, but don't expect him to be an All-Pro later in his career. ",49389567
40,Rob,Duncan,MLB,23,,73,255,Miami (FL),Storms,Florida,1,Media,1,2,56,5,50,,49389831
40,Rashawn,Richardson,CB,21,,71,180,Utah,Chiefs,Great Basin,1,Media,1,2,56,5,50,,49389901
57,David,Johnson,G,23,,78,284,Southern Mississippi,Golden Peregrines,South,1,Media,1,2,56,5,50,,49389723
49,Andre,Joseph,CB,22,,72,194,Evanston,Panthers,Midwest,1,Media,1,2,56,5,50,,49389859
10,Fabian,Campbell,P,21,,72,197,Kansas State,Cougars,Great Plains,1,Media,1,2,56,5,50,,49389964
26,Edward,Allen,HB,20,,73,194,Southern California,Spartans,California,1,Media,1,2,56,5,50,,49389578
52,Clayton,Palmer,DE,21,,78,266,Mississippi State,Wild Dogs,South,1,Media,1,2,56,5,50,,49389762
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,19,56,2,65,"Tony needs to play with better discipline and anticipation as a pro. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Tony was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Brooks has some things to work on for the PFL. Brings sky-high upside for the team that can develop him. ",49389874
46,Tommy,Hollingsworth,HB,23,,71,193,Louisiana State,Cougars,South,1,Media,1,2,55,5,50,,49389567
87,Paul,Lewis,WR,21,,74,198,Missouri State,Grizzlies,South,2,Media,1,2,55,5,50,,49389638
81,Josh,Witherspoon,TE,20,,77,247,Georgia,Dawgs,South,1,Media,1,2,55,5,50,,49389656
59,Miles,Johnson,G,20,,75,283,Southern California,Spartans,California,1,Media,1,2,55,5,50,,49389690
40,Isaac,Ethridge,TE,20,,75,255,Michigan,Weasels,Midwest,1,Media,1,2,55,5,50,,49389651
14,Akeem,Pennington,HB,22,,70,195,East Carolina,Buccaneers,South,1,Media,1,2,55,5,50,,49389580
61,Christian,Martin,T,21,,79,309,Michigan,Weasels,Midwest,1,Media,1,2,55,5,50,,49389668
38,Ken,Prewitt,TE,23,,77,257,Waco,Grizzlies,Texas,1,Media,1,2,55,5,50,,49389655
38,Daniel,Pittman,OLB,23,Strategic,74,237,Houston Baptist,Wolves,Texas,2,American Player Scouts,1,9,55,2,65,,49389807
65,Clark,Doyle,DE,22,,74,293,Arizona,Tigers,Southwest,1,Media,1,2,54,5,50,,49389773
20,Joe,Scott,S,21,,73,183,North Carolina,Rams,South,1,Media,1,2,54,5,50,,49389916
43,Trumaine,Colbert,CB,21,,74,207,West Lafayette,Engineers,Midwest,1,Media,1,2,54,5,50,,49389906
61,Daniel,Destefano,G,23,,78,327,New Jersey,Paladins,Mid-Atlantic,1,Media,1,2,54,5,50,,49389718
22,Marquess,Gary,S,22,,69,198,Louisiana State,Cougars,South,1,Media,1,2,54,5,50,,49389913
55,Jordan,Tomlinson,OLB,23,,75,258,Iowa,Falcons,Midwest,1,Media,1,2,54,5,50,,49389848
16,Ramon,Kirby,K,20,,70,163,Iowa,Falcons,Midwest,1,Media,1,2,54,5,50,,49389942
75,Dan,Cook,DE,20,,79,257,Colorado,Bison,Rockies,1,Media,1,2,54,5,50,,49389751
86,Quincy,Wright,WR,22,,76,215,South Bend,Leprechauns,Midwest,1,Media,1,2,54,5,50,,49389646
18,Bradley,Holloway,WR,21,,73,204,Washington State,Jaguars,Pacific Northwest,1,Media,1,2,54,5,50,,49389616
46,Kyle,Harvey,HB,22,,69,192,Minnesota,Golden Squirrels,Midwest,1,Media,1,2,54,5,50,,49389570
73,Tarell,George,DE,23,,75,292,South Dakota,Dingos,Great Plains,2,Media,1,2,54,5,50,,49389755
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,19,54,2,65,"Tony needs to play with better discipline and anticipation as a pro. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Our scouts noted Tony's play was consistently impressive. Like all college Cornerbacks, Brooks has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389874
2,James,Scott,P,21,,74,192,South Bend,Leprechauns,Midwest,1,Media,1,2,53,5,50,,49389957
57,Kevin,Black,MLB,23,,78,247,North Texas,Angry Riders,Great Plains,1,Media,1,2,53,5,50,,49389838
96,Jeremy,Spencer,DE,23,,74,284,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,53,5,50,,49389749
75,Charles,Kidd,T,21,,78,327,Louisville,Finches,South,1,Media,1,2,53,5,50,,49389737
43,Charles,Bruce,OLB,23,,77,254,Rhode Island,Goats,New England,2,Media,1,2,53,5,50,,49389817
25,Don,Jackson,S,23,,70,175,Nevada-Las Vegas,Mutineers,Great Basin,1,Media,1,2,53,5,50,,49389930
1,Charles,Carter,K,20,Professional,72,189,West Virginia,Miners,Appalachia,1,American Player Scouts,1,24,53,2,65,"Charles needs to play with better discipline and anticipation as a pro. Charles proved to our scouts that his performance matched his reputation. Productive playmaker with below-average size but above-average heart. Like all college Kickers, Carter has some things to work on for the PFL. Carter should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389947
28,Mike,Luther,HB,22,Professional,69,198,Lewisburg,Buffaloes,Appalachia,2,American Player Scouts,1,24,53,2,65,"Mike needs to play with better discipline and anticipation as a pro. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Mike proved to our scouts that his performance matched his reputation. Like all college Halfbacks, Luther has some things to work on for the PFL. For the time our scouts watched him, Luther kept up, but didn't show he had long-term potential for greatness. ",49389579
33,John,Diggs,HB,22,,73,190,Arkansas,Boars,South,1,Media,1,2,52,5,50,,49389561
68,Matthew,Robinson,DE,23,,75,283,Louisville,Finches,South,1,Media,1,2,52,5,50,,49389767
58,Walter,Vogt,C,21,,75,329,Cincinnati,Cubs,Midwest,1,Media,1,2,52,5,50,,49389707
47,Woodrow,Kent,MLB,22,,75,257,California-Los Angeles,Bears,California,1,Media,1,2,52,5,50,,49389823
91,De'Veon,Willis,DE,23,,76,259,Waco,Grizzlies,Texas,1,Media,1,2,52,5,50,,49389748
20,Marshall,Williams,S,22,,71,204,Huntington,Bison,Appalachia,1,Media,1,2,52,5,50,,49389921
54,Ryan,Goodman,C,23,,78,329,North Carolina State,Wolves,South,1,Media,1,2,52,5,50,,49389701
57,Kenneth,Foster,C,22,,76,309,South Bend,Leprechauns,Midwest,1,Media,1,2,51,5,50,,49389704
34,Rueben,Haynes,HB,21,,69,199,Texas-El Paso,Mountaineers,Southwest,1,Media,1,2,51,5,50,,49389574
18,Zack,Timm,P,23,Strategic,72,214,Clemson,Wildcats,South,1,American Player Scouts,1,12,51,2,65,,49389959
37,Rob,Leslie,S,20,,72,185,Alabama,Red Wave,South,1,Media,1,2,50,5,50,,49389910
78,De'Anthony,Pope,DT,23,,76,291,Oklahoma,Wagoneers,Great Plains,1,Media,1,2,50,5,50,,49389788
42,Russell,White,HB,23,,71,196,Kansas,Larks,Great Plains,1,Media,1,2,50,5,50,,49389569
27,Orson,Rucker,CB,21,,74,176,Florida,Manatees,Florida,1,Media,1,2,50,5,50,,49389903
20,DeAngelo,Fang,P,21,,74,219,Florida,Manatees,Florida,1,Media,1,2,50,5,50,,49389955
1,Charles,Carter,K,20,,72,189,West Virginia,Miners,Appalachia,1,Media,1,2,49,5,50,,49389947
